,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Station_Type,datetime,day_of_week,is_weekend,season,AQI_Level
52752,2015,3,8,0,255.0,255.0,47.0,96.0,2400.0,9.0,4.4,1015.1,-2.5,0.0,ESE,1.4,Dongsi,Urban,2015-03-08 00:00:00,6,1,Spring,Severely Polluted
52753,2015,3,8,1,243.0,243.0,50.0,78.0,2100.0,20.0,2.3,1014.9,-2.4,0.0,ENE,1.3,Dongsi,Urban,2015-03-08 01:00:00,6,1,Spring,Heavily Polluted
52754,2015,3,8,2,232.0,232.0,46.0,80.0,2100.0,13.0,3.857142857,1015.0,-2.0,0.0,NE,1.2,Dongsi,Urban,2015-03-08 02:00:00,6,1,Spring,Heavily Polluted
52755,2015,3,8,3,247.0,247.0,48.0,94.0,1700.0,4.0,1.5,1014.5,-2.6,0.0,NE,1.1,Dongsi,Urban,2015-03-08 03:00:00,6,1,Spring,Heavily Polluted
52756,2015,3,8,4,255.0,255.0,49.0,92.0,2200.0,6.0,0.9,1014.3,-3.0,0.0,ENE,1.2,Dongsi,Urban,2015-03-08 04:00:00,6,1,Spring,Severely Polluted
52757,2015,3,8,5,258.0,258.0,61.0,100.0,3100.0,6.0,1.8,1014.0,-2.7,0.0,SE,1.7,Dongsi,Urban,2015-03-08 05:00:00,6,1,Spring,Severely Polluted
52758,2015,3,8,6,245.0,245.0,61.0,98.0,3100.0,5.0,0.9,1014.4,-3.4,0.0,NE,0.2,Dongsi,Urban,2015-03-08 06:00:00,6,1,Spring,Heavily Polluted
52759,2015,3,8,7,226.0,226.0,60.0,96.0,3100.0,5.0,0.3,1014.8,-3.4,0.0,S,0.4,Dongsi,Urban,2015-03-08 07:00:00,6,1,Spring,Heavily Polluted
52760,2015,3,8,8,251.0,251.0,64.0,94.0,3100.0,7.0,2.0,1015.9,-2.7,0.0,ENE,1.3,Dongsi,Urban,2015-03-08 08:00:00,6,1,Spring,Severely Polluted
52761,2015,3,8,9,268.0,268.0,64.0,90.0,2900.0,9.0,3.4,1017.0,-2.4,0.0,E,1.1,Dongsi,Urban,2015-03-08 09:00:00,6,1,Spring,Severely Polluted
52762,2015,3,8,10,281.0,281.0,64.0,89.0,2800.0,13.0,6.3,1017.7,-2.6,0.0,NNE,2.7,Dongsi,Urban,2015-03-08 10:00:00,6,1,Spring,Severely Polluted
52763,2015,3,8,11,261.0,261.0,58.0,76.0,2200.0,27.0,8.4,1017.8,-5.8,0.0,NE,3.1,Dongsi,Urban,2015-03-08 11:00:00,6,1,Spring,Severely Polluted
52764,2015,3,8,12,160.0,160.0,35.0,44.0,1400.0,51.0,9.6,1017.9,-7.6,0.0,NE,2.7,Dongsi,Urban,2015-03-08 12:00:00,6,1,Spring,Heavily Polluted
52765,2015,3,8,13,30.0,60.0,7.0,17.0,500.0,69.0,11.2,1017.8,-15.4,0.0,NW,3.7,Dongsi,Urban,2015-03-08 13:00:00,6,1,Spring,Good
52766,2015,3,8,14,12.0,12.0,2.0,8.0,300.0,81.0,11.6,1017.7,-16.0,0.0,NW,3.8,Dongsi,Urban,2015-03-08 14:00:00,6,1,Spring,Good
52767,2015,3,8,15,13.0,15.0,3.0,9.0,300.0,83.0,12.0,1017.8,-16.6,0.0,NW,4.9,Dongsi,Urban,2015-03-08 15:00:00,6,1,Spring,Good
52768,2015,3,8,16,15.0,22.0,2.0,9.0,300.0,82.0,11.6,1018.0,-18.0,0.0,NW,4.8,Dongsi,Urban,2015-03-08 16:00:00,6,1,Spring,Good
52769,2015,3,8,17,12.0,23.0,2.0,10.0,300.0,79.0,11.2,1018.7,-18.3,0.0,N,3.0,Dongsi,Urban,2015-03-08 17:00:00,6,1,Spring,Good
52770,2015,3,8,18,6.0,21.0,2.0,12.0,300.0,76.0,9.7,1019.5,-19.4,0.0,NNW,2.0,Dongsi,Urban,2015-03-08 18:00:00,6,1,Spring,Good
52771,2015,3,8,19,12.0,36.0,2.0,18.0,400.0,66.0,8.5,1020.8,-20.4,0.0,NNW,2.5,Dongsi,Urban,2015-03-08 19:00:00,6,1,Spring,Good
52772,2015,3,8,20,18.0,53.0,3.0,20.0,400.0,62.0,7.5,1022.3,-20.2,0.0,NNW,3.2,Dongsi,Urban,2015-03-08 20:00:00,6,1,Spring,Good
52773,2015,3,8,21,13.0,60.0,4.0,22.0,400.0,59.0,6.5,1023.7,-20.9,0.0,N,2.6,Dongsi,Urban,2015-03-08 21:00:00,6,1,Spring,Good
52774,2015,3,8,22,10.0,68.0,2.0,17.0,400.0,63.0,5.3,1025.2,-21.9,0.0,N,3.9,Dongsi,Urban,2015-03-08 22:00:00,6,1,Spring,Good
52775,2015,3,8,23,19.0,184.0,4.0,12.0,300.0,66.0,3.4,1026.6,-24.4,0.0,NNE,5.2,Dongsi,Urban,2015-03-08 23:00:00,6,1,Spring,Good
52776,2015,3,9,0,15.0,90.0,2.0,12.0,300.0,69.0,2.5,1026.7,-25.1,0.0,N,5.7,Dongsi,Urban,2015-03-09 00:00:00,0,0,Spring,Good
52777,2015,3,9,1,11.0,97.0,2.0,10.0,200.0,68.0,1.8,1027.5,-23.8,0.0,N,3.7,Dongsi,Urban,2015-03-09 01:00:00,0,0,Spring,Good
52778,2015,3,9,2,11.0,120.0,2.0,9.0,200.0,68.0,0.8,1028.6,-25.5,0.0,N,4.6,Dongsi,Urban,2015-03-09 02:00:00,0,0,Spring,Good
52779,2015,3,9,3,10.0,55.0,2.0,8.0,200.0,72.0,-0.1,1029.2,-26.2,0.0,N,5.1,Dongsi,Urban,2015-03-09 03:00:00,0,0,Spring,Good
52780,2015,3,9,4,5.0,48.0,2.0,8.0,200.0,72.0,-1.0,1030.0,-26.0,0.0,NNE,3.9,Dongsi,Urban,2015-03-09 04:00:00,0,0,Spring,Good
52781,2015,3,9,5,11.0,31.0,2.0,7.0,200.0,74.0,-1.5,1030.7,-27.3,0.0,N,5.1,Dongsi,Urban,2015-03-09 05:00:00,0,0,Spring,Good
52782,2015,3,9,6,4.0,24.0,2.0,8.0,200.0,72.0,-2.2,1031.4,-27.0,0.0,NNE,3.4,Dongsi,Urban,2015-03-09 06:00:00,0,0,Spring,Good
52783,2015,3,9,7,4.0,12.0,2.0,16.0,300.0,63.0,-3.0,1032.1,-25.4,0.0,ENE,2.5,Dongsi,Urban,2015-03-09 07:00:00,0,0,Spring,Good
52784,2015,3,9,8,3.0,26.0,2.0,21.0,300.0,56.0,-2.2,1033.3,-26.2,0.0,NNE,4.3,Dongsi,Urban,2015-03-09 08:00:00,0,0,Spring,Good
52785,2015,3,9,9,3.0,21.0,2.0,13.0,300.0,66.0,-1.7,1034.2,-26.6,0.0,NNE,4.7,Dongsi,Urban,2015-03-09 09:00:00,0,0,Spring,Good
52786,2015,3,9,10,3.0,15.0,2.0,14.0,300.0,64.0,-1.0,1034.0,-26.9,0.0,NNE,5.1,Dongsi,Urban,2015-03-09 10:00:00,0,0,Spring,Good
52787,2015,3,9,11,3.0,8.0,2.0,11.0,300.0,69.0,-0.3,1033.5,-28.3,0.0,NNE,4.3,Dongsi,Urban,2015-03-09 11:00:00,0,0,Spring,Good
52788,2015,3,9,12,8.0,13.0,3.0,10.0,300.0,70.0,0.1,1033.1,-27.0,0.0,ENE,3.7,Dongsi,Urban,2015-03-09 12:00:00,0,0,Spring,Good
52789,2015,3,9,13,12.0,12.0,4.0,10.0,300.0,72.0,1.2,1032.4,-29.6,0.0,NE,3.7,Dongsi,Urban,2015-03-09 13:00:00,0,0,Spring,Good
52790,2015,3,9,14,12.0,13.0,5.0,10.0,300.0,74.0,2.3,1031.5,-27.5,0.0,NNE,1.9,Dongsi,Urban,2015-03-09 14:00:00,0,0,Spring,Good
52791,2015,3,9,15,12.0,18.0,5.0,10.0,300.0,75.0,3.6,1030.7,-29.2,0.0,NW,3.9,Dongsi,Urban,2015-03-09 15:00:00,0,0,Spring,Good
52792,2015,3,9,16,9.0,23.0,4.0,10.0,300.0,76.0,3.8,1030.4,-29.0,0.0,N,3.6,Dongsi,Urban,2015-03-09 16:00:00,0,0,Spring,Good
52793,2015,3,9,17,8.0,20.0,3.0,12.0,200.0,75.0,3.8,1030.3,-30.7,0.0,N,3.5,Dongsi,Urban,2015-03-09 17:00:00,0,0,Spring,Good
52794,2015,3,9,18,7.0,23.0,3.0,16.0,300.0,68.0,2.9,1030.7,-31.3,0.0,N,3.3,Dongsi,Urban,2015-03-09 18:00:00,0,0,Spring,Good
52795,2015,3,9,19,10.0,25.0,2.0,18.0,300.0,66.0,2.1,1031.6,-31.9,0.0,N,3.1,Dongsi,Urban,2015-03-09 19:00:00,0,0,Spring,Good
52796,2015,3,9,20,8.0,24.0,4.0,22.0,400.0,61.0,1.4,1032.2,-30.8,0.0,N,1.9,Dongsi,Urban,2015-03-09 20:00:00,0,0,Spring,Good
52797,2015,3,9,21,13.0,23.0,4.0,26.0,500.0,55.0,0.6,1032.7,-30.0,0.0,ENE,1.5,Dongsi,Urban,2015-03-09 21:00:00,0,0,Spring,Good
52798,2015,3,9,22,14.0,24.0,5.0,28.0,400.0,50.0,0.4,1033.2,-30.2,0.0,NW,2.1,Dongsi,Urban,2015-03-09 22:00:00,0,0,Spring,Good
52799,2015,3,9,23,16.0,17.0,5.0,24.0,500.0,53.0,0.0,1033.2,-30.5,0.0,NNW,2.6,Dongsi,Urban,2015-03-09 23:00:00,0,0,Spring,Good
52800,2015,3,10,0,10.0,11.0,2.0,22.0,400.0,53.0,-1.0,1033.2,-28.9,0.0,SSW,0.6,Dongsi,Urban,2015-03-10 00:00:00,1,0,Spring,Good
52801,2015,3,10,1,10.0,12.0,4.0,19.0,400.0,55.0,-1.4,1033.2,-28.2,0.0,NW,1.4,Dongsi,Urban,2015-03-10 01:00:00,1,0,Spring,Good
52802,2015,3,10,2,8.0,10.0,4.0,17.0,400.0,45.0,-1.8,1033.0,-27.5,0.0,WNW,1.3,Dongsi,Urban,2015-03-10 02:00:00,1,0,Spring,Good
52803,2015,3,10,3,7.0,7.0,4.0,20.0,500.0,32.0,-3.7,1032.4,-24.0,0.0,SE,0.4,Dongsi,Urban,2015-03-10 03:00:00,1,0,Spring,Good
52804,2015,3,10,4,12.0,12.0,5.0,32.0,400.0,26.0,-5.4,1031.6,-23.8,0.0,WNW,0.5,Dongsi,Urban,2015-03-10 04:00:00,1,0,Spring,Good
52805,2015,3,10,5,13.0,13.0,5.0,36.0,700.0,20.0,-6.8,1031.2,-23.1,0.0,SSE,0.5,Dongsi,Urban,2015-03-10 05:00:00,1,0,Spring,Good
52806,2015,3,10,6,15.0,15.0,6.0,46.0,700.0,14.0,-7.3,1030.8,-22.3,0.0,ESE,0.3,Dongsi,Urban,2015-03-10 06:00:00,1,0,Spring,Good
52807,2015,3,10,7,14.0,20.0,7.0,57.0,1100.0,6.0,-7.2,1030.7,-19.1,0.0,E,1.3,Dongsi,Urban,2015-03-10 07:00:00,1,0,Spring,Good
52808,2015,3,10,8,39.0,49.0,15.0,62.0,1700.0,8.0,-0.8,1030.5,-22.2,0.0,ESE,0.9,Dongsi,Urban,2015-03-10 08:00:00,1,0,Spring,Moderate
52809,2015,3,10,9,58.0,70.0,26.0,59.0,1600.0,14.0,2.4,1030.0,-23.3,0.0,SSE,0.7,Dongsi,Urban,2015-03-10 09:00:00,1,0,Spring,Moderate
52810,2015,3,10,10,45.0,45.0,15.0,53.0,1200.0,25.0,3.1,1028.9,-23.6,0.0,NNW,1.7,Dongsi,Urban,2015-03-10 10:00:00,1,0,Spring,Moderate
52811,2015,3,10,11,23.0,23.0,8.0,33.0,800.0,43.0,4.5,1027.6,-23.5,0.0,WNW,3.6,Dongsi,Urban,2015-03-10 11:00:00,1,0,Spring,Good
52812,2015,3,10,12,12.0,12.0,8.0,17.0,500.0,59.0,5.6,1026.1,-22.7,0.0,NW,2.9,Dongsi,Urban,2015-03-10 12:00:00,1,0,Spring,Good
52813,2015,3,10,13,15.0,15.0,7.0,19.0,500.0,60.0,6.7,1024.3,-22.9,0.0,NNW,2.5,Dongsi,Urban,2015-03-10 13:00:00,1,0,Spring,Good
52814,2015,3,10,14,31.0,34.0,10.0,22.0,700.0,65.0,7.4,1022.6,-22.3,0.0,WSW,3.1,Dongsi,Urban,2015-03-10 14:00:00,1,0,Spring,Good
52815,2015,3,10,15,52.0,52.0,13.0,18.0,700.0,79.0,7.4,1021.7,-22.3,0.0,W,3.8,Dongsi,Urban,2015-03-10 15:00:00,1,0,Spring,Moderate
52816,2015,3,10,16,46.0,46.0,13.0,17.0,600.0,90.0,7.9,1020.7,-21.9,0.0,WSW,3.5,Dongsi,Urban,2015-03-10 16:00:00,1,0,Spring,Moderate
52817,2015,3,10,17,41.0,46.0,9.0,18.0,600.0,79.0,7.5,1020.0,-21.2,0.0,SSW,3.7,Dongsi,Urban,2015-03-10 17:00:00,1,0,Spring,Moderate
52818,2015,3,10,18,37.0,54.0,7.0,21.0,600.0,72.0,6.7,1019.7,-21.8,0.0,SW,4.8,Dongsi,Urban,2015-03-10 18:00:00,1,0,Spring,Moderate
52819,2015,3,10,19,44.0,79.0,8.0,31.0,800.0,64.0,6.3,1019.6,-19.3,0.0,WSW,4.5,Dongsi,Urban,2015-03-10 19:00:00,1,0,Spring,Moderate
52820,2015,3,10,20,74.0,110.0,17.0,40.0,900.0,56.0,6.1,1019.7,-17.9,0.0,WSW,5.1,Dongsi,Urban,2015-03-10 20:00:00,1,0,Spring,Moderate
52821,2015,3,10,21,86.0,128.0,21.0,41.0,900.0,51.0,5.9,1020.2,-17.4,0.0,W,2.9,Dongsi,Urban,2015-03-10 21:00:00,1,0,Spring,Lightly Polluted
52822,2015,3,10,22,87.0,128.0,22.0,47.0,1000.0,43.0,4.8,1020.6,-16.9,0.0,WSW,2.6,Dongsi,Urban,2015-03-10 22:00:00,1,0,Spring,Lightly Polluted
52823,2015,3,10,23,90.0,107.0,22.0,66.0,1500.0,21.0,3.4,1020.3,-15.8,0.0,W,1.8,Dongsi,Urban,2015-03-10 23:00:00,1,0,Spring,Lightly Polluted
52824,2015,3,11,0,94.0,100.0,23.0,65.0,1400.0,21.0,3.3,1020.0,-15.9,0.0,W,2.0,Dongsi,Urban,2015-03-11 00:00:00,2,0,Spring,Lightly Polluted
52825,2015,3,11,1,87.0,93.0,21.0,73.0,1400.0,12.0,0.7,1019.9,-14.5,0.0,NE,1.7,Dongsi,Urban,2015-03-11 01:00:00,2,0,Spring,Lightly Polluted
52826,2015,3,11,2,78.0,87.0,18.0,83.0,1900.0,5.0,-1.0,1020.1,-16.4,0.0,ENE,0.6,Dongsi,Urban,2015-03-11 02:00:00,2,0,Spring,Lightly Polluted
52827,2015,3,11,3,109.0,126.0,42.0,96.0,3000.0,8.0,-3.2,1019.9,-15.5,0.0,SE,0.4,Dongsi,Urban,2015-03-11 03:00:00,2,0,Spring,Lightly Polluted
52828,2015,3,11,4,120.0,120.0,31.0,82.0,2300.0,6.0,-3.8,1019.7,-14.6,0.0,WSW,0.8,Dongsi,Urban,2015-03-11 04:00:00,2,0,Spring,Moderately Polluted
52829,2015,3,11,5,110.0,113.0,27.0,80.0,2400.0,6.0,-4.0,1020.3,-14.5,0.0,N,1.0,Dongsi,Urban,2015-03-11 05:00:00,2,0,Spring,Lightly Polluted
52830,2015,3,11,6,79.0,88.0,28.0,84.0,2200.0,5.0,-2.6,1020.8,-17.1,0.0,NE,1.1,Dongsi,Urban,2015-03-11 06:00:00,2,0,Spring,Lightly Polluted
52831,2015,3,11,7,66.0,81.0,28.0,80.0,2000.0,5.0,-1.4,1021.6,-18.0,0.0,ENE,1.8,Dongsi,Urban,2015-03-11 07:00:00,2,0,Spring,Moderate
52832,2015,3,11,8,68.0,78.0,20.0,68.0,1700.0,10.0,0.9,1022.6,-18.0,0.0,SSE,0.4,Dongsi,Urban,2015-03-11 08:00:00,2,0,Spring,Moderate
52833,2015,3,11,9,26.0,30.0,10.0,39.0,800.0,30.0,3.5,1022.7,-20.8,0.0,E,3.1,Dongsi,Urban,2015-03-11 09:00:00,2,0,Spring,Good
52834,2015,3,11,10,22.0,28.0,10.0,40.0,700.0,36.0,5.4,1022.0,-21.8,0.0,ENE,2.1,Dongsi,Urban,2015-03-11 10:00:00,2,0,Spring,Good
52835,2015,3,11,11,18.333333333333332,10.0,7.0,27.0,500.0,48.0,6.8,1021.4,-21.7,0.0,E,2.3,Dongsi,Urban,2015-03-11 11:00:00,2,0,Spring,Good
52836,2015,3,11,12,14.666666666666668,10.5,10.0,16.0,400.0,66.0,7.3,1020.5,-21.3,0.0,E,2.9,Dongsi,Urban,2015-03-11 12:00:00,2,0,Spring,Good
52837,2015,3,11,13,11.0,11.0,8.0,17.0,400.0,66.0,8.0,1019.2,-21.9,0.0,E,3.3,Dongsi,Urban,2015-03-11 13:00:00,2,0,Spring,Good
52838,2015,3,11,14,10.0,36.0,6.0,16.0,400.0,70.0,9.0,1018.0,-21.1,0.0,E,2.9,Dongsi,Urban,2015-03-11 14:00:00,2,0,Spring,Good
52839,2015,3,11,15,14.0,14.0,6.0,14.0,400.0,74.0,9.4,1017.0,-22.0,0.0,E,3.1,Dongsi,Urban,2015-03-11 15:00:00,2,0,Spring,Good
52840,2015,3,11,16,14.0,14.0,5.0,16.0,500.0,73.0,9.7,1016.5,-21.8,0.0,SSE,2.6,Dongsi,Urban,2015-03-11 16:00:00,2,0,Spring,Good
52841,2015,3,11,17,16.0,24.0,6.0,26.0,500.0,65.0,9.5,1015.6,-20.7,0.0,SE,2.3,Dongsi,Urban,2015-03-11 17:00:00,2,0,Spring,Good
52842,2015,3,11,18,22.0,24.0,5.0,26.0,500.0,66.0,8.7,1015.5,-20.2,0.0,SE,1.6,Dongsi,Urban,2015-03-11 18:00:00,2,0,Spring,Good
52843,2015,3,11,19,23.0,52.0,6.0,28.0,500.0,63.0,8.4,1016.0,-20.5,0.0,S,1.9,Dongsi,Urban,2015-03-11 19:00:00,2,0,Spring,Good
52844,2015,3,11,20,32.0,62.0,7.0,50.0,800.0,40.0,7.1,1016.0,-18.7,0.0,SSE,1.7,Dongsi,Urban,2015-03-11 20:00:00,2,0,Spring,Good
52845,2015,3,11,21,47.0,78.0,12.0,71.0,1000.0,23.0,6.4,1016.3,-17.7,0.0,SSE,1.1,Dongsi,Urban,2015-03-11 21:00:00,2,0,Spring,Moderate
52846,2015,3,11,22,51.0,82.0,12.0,46.0,1200.0,44.0,6.0,1016.3,-17.3,0.0,SE,1.6,Dongsi,Urban,2015-03-11 22:00:00,2,0,Spring,Moderate
52847,2015,3,11,23,65.0,95.0,18.0,60.0,1500.0,28.0,5.1,1016.0,-17.3,0.0,SW,2.5,Dongsi,Urban,2015-03-11 23:00:00,2,0,Spring,Moderate
52848,2015,3,12,0,82.0,116.0,22.0,77.0,1900.0,9.0,4.5,1015.6,-15.4,0.0,SW,2.7,Dongsi,Urban,2015-03-12 00:00:00,3,0,Spring,Lightly Polluted
52849,2015,3,12,1,89.0,122.0,19.0,66.0,1600.0,12.0,4.5,1015.0,-14.9,0.0,SW,2.5,Dongsi,Urban,2015-03-12 01:00:00,3,0,Spring,Lightly Polluted
52850,2015,3,12,2,75.0,103.0,18.0,59.0,1500.0,11.0,1.5,1014.7,-13.8,0.0,SE,0.9,Dongsi,Urban,2015-03-12 02:00:00,3,0,Spring,Moderate
52851,2015,3,12,3,81.0,103.0,20.0,54.0,1100.0,8.0,-0.2,1014.1,-13.2,0.0,E,1.3,Dongsi,Urban,2015-03-12 03:00:00,3,0,Spring,Lightly Polluted
52852,2015,3,12,4,90.0,105.0,20.0,48.0,1700.0,14.0,-0.7,1013.8,-13.3,0.0,ENE,1.2,Dongsi,Urban,2015-03-12 04:00:00,3,0,Spring,Lightly Polluted
52853,2015,3,12,5,90.0,109.0,27.0,68.0,2000.0,7.0,-0.9,1014.0,-12.8,0.0,NE,1.6,Dongsi,Urban,2015-03-12 05:00:00,3,0,Spring,Lightly Polluted
52854,2015,3,12,6,84.0,104.0,32.0,74.0,2200.0,6.0,-2.8,1013.9,-12.3,0.0,ENE,0.8,Dongsi,Urban,2015-03-12 06:00:00,3,0,Spring,Lightly Polluted
52855,2015,3,12,7,88.0,107.0,36.0,71.0,2300.0,7.0,-1.8,1013.4,-11.6,0.0,ENE,1.7,Dongsi,Urban,2015-03-12 07:00:00,3,0,Spring,Lightly Polluted
52856,2015,3,12,8,89.0,114.0,36.0,79.0,2400.0,9.0,0.1,1013.9,-11.3,0.0,E,0.6,Dongsi,Urban,2015-03-12 08:00:00,3,0,Spring,Lightly Polluted
52857,2015,3,12,9,86.0,108.0,36.0,71.0,2000.0,15.0,3.3,1014.0,-12.7,0.0,ENE,2.3,Dongsi,Urban,2015-03-12 09:00:00,3,0,Spring,Lightly Polluted
52858,2015,3,12,10,90.0,100.0,34.0,68.5,1800.0,22.0,4.6,1013.8,-14.3,0.0,E,2.3,Dongsi,Urban,2015-03-12 10:00:00,3,0,Spring,Lightly Polluted
52859,2015,3,12,11,85.0,99.0,30.0,66.0,1700.0,29.0,6.3,1013.1,-13.9,0.0,ENE,1.9,Dongsi,Urban,2015-03-12 11:00:00,3,0,Spring,Lightly Polluted
52860,2015,3,12,12,79.0,88.0,25.0,68.0,1500.0,34.0,8.3,1012.3,-14.7,0.0,E,2.4,Dongsi,Urban,2015-03-12 12:00:00,3,0,Spring,Lightly Polluted
52861,2015,3,12,13,74.0,74.0,23.0,54.0,1200.0,54.0,10.5,1011.0,-16.8,0.0,E,2.3,Dongsi,Urban,2015-03-12 13:00:00,3,0,Spring,Moderate
52862,2015,3,12,14,57.0,57.0,16.0,37.0,1000.0,65.0,11.8,1009.8,-17.8,0.0,SE,1.8,Dongsi,Urban,2015-03-12 14:00:00,3,0,Spring,Moderate
52863,2015,3,12,15,43.0,43.0,13.0,31.0,800.0,67.0,12.2,1009.4,-18.6,0.0,S,1.6,Dongsi,Urban,2015-03-12 15:00:00,3,0,Spring,Moderate
52864,2015,3,12,16,52.0,65.0,18.0,46.0,1000.0,55.0,11.7,1009.3,-19.0,0.0,SE,1.9,Dongsi,Urban,2015-03-12 16:00:00,3,0,Spring,Moderate
52865,2015,3,12,17,53.0,60.0,19.0,43.0,1100.0,61.0,11.7,1009.4,-16.8,0.0,SE,1.7,Dongsi,Urban,2015-03-12 17:00:00,3,0,Spring,Moderate
52866,2015,3,12,18,51.0,70.0,18.0,49.0,1200.0,55.0,10.8,1010.0,-15.7,0.0,SE,1.7,Dongsi,Urban,2015-03-12 18:00:00,3,0,Spring,Moderate
52867,2015,3,12,19,64.0,92.0,20.0,62.0,1600.0,44.0,9.9,1011.0,-13.4,0.0,SSE,1.5,Dongsi,Urban,2015-03-12 19:00:00,3,0,Spring,Moderate
52868,2015,3,12,20,72.0,101.0,23.0,68.0,1800.0,36.0,8.6,1011.8,-12.0,0.0,SW,1.8,Dongsi,Urban,2015-03-12 20:00:00,3,0,Spring,Moderate
52869,2015,3,12,21,87.0,122.0,27.0,83.0,2000.0,22.0,6.1,1012.8,-12.0,0.0,W,1.0,Dongsi,Urban,2015-03-12 21:00:00,3,0,Spring,Lightly Polluted
52870,2015,3,12,22,82.0,100.0,31.0,89.0,3500.0,14.0,6.0,1013.5,-12.1,0.0,SE,2.0,Dongsi,Urban,2015-03-12 22:00:00,3,0,Spring,Lightly Polluted
52871,2015,3,12,23,98.0,126.0,46.0,97.0,2700.0,9.0,5.0,1014.2,-10.4,0.0,ESE,2.2,Dongsi,Urban,2015-03-12 23:00:00,3,0,Spring,Lightly Polluted
52872,2015,3,13,0,122.0,144.0,57.0,91.0,2600.0,8.0,3.2,1014.6,-6.2,0.0,ESE,1.2,Dongsi,Urban,2015-03-13 00:00:00,4,0,Spring,Moderately Polluted
52873,2015,3,13,1,123.0,132.0,49.0,93.0,2700.0,10.0,0.8,1014.9,-6.1,0.0,E,1.1,Dongsi,Urban,2015-03-13 01:00:00,4,0,Spring,Moderately Polluted
52874,2015,3,13,2,137.0,145.0,56.0,102.0,2400.0,5.0,-0.1,1015.2,-6.5,0.0,ENE,0.9,Dongsi,Urban,2015-03-13 02:00:00,4,0,Spring,Moderately Polluted
52875,2015,3,13,3,122.0,122.0,51.0,86.0,2300.0,8.0,-1.3,1015.1,-6.3,0.0,WSW,0.5,Dongsi,Urban,2015-03-13 03:00:00,4,0,Spring,Moderately Polluted
52876,2015,3,13,4,114.0,114.0,33.0,67.0,2100.0,12.0,-2.2,1015.0,-6.2,0.0,NE,0.1,Dongsi,Urban,2015-03-13 04:00:00,4,0,Spring,Lightly Polluted
52877,2015,3,13,5,105.0,105.0,32.0,71.0,2200.0,9.0,-2.9,1015.5,-5.5,0.0,NE,0.0,Dongsi,Urban,2015-03-13 05:00:00,4,0,Spring,Lightly Polluted
52878,2015,3,13,6,104.0,104.0,32.0,75.0,2300.0,7.0,-3.3,1016.4,-6.1,0.0,ESE,0.7,Dongsi,Urban,2015-03-13 06:00:00,4,0,Spring,Lightly Polluted
52879,2015,3,13,7,113.0,113.0,31.0,85.0,2700.0,5.0,-3.2,1017.3,-6.0,0.0,NNE,0.9,Dongsi,Urban,2015-03-13 07:00:00,4,0,Spring,Lightly Polluted
52880,2015,3,13,8,121.0,127.0,37.0,84.0,3000.0,8.0,1.3,1018.8,-7.0,0.0,NE,2.1,Dongsi,Urban,2015-03-13 08:00:00,4,0,Spring,Moderately Polluted
52881,2015,3,13,9,134.0,136.0,54.0,82.0,2600.0,16.0,4.8,1019.4,-12.7,0.0,NE,2.8,Dongsi,Urban,2015-03-13 09:00:00,4,0,Spring,Moderately Polluted
52882,2015,3,13,10,66.0,66.0,28.0,50.0,1400.0,36.0,6.7,1019.5,-17.4,0.0,ENE,3.2,Dongsi,Urban,2015-03-13 10:00:00,4,0,Spring,Moderate
52883,2015,3,13,11,32.0,36.0,14.0,34.0,800.0,47.0,8.4,1019.5,-18.5,0.0,NE,2.1,Dongsi,Urban,2015-03-13 11:00:00,4,0,Spring,Good
52884,2015,3,13,12,21.0,21.0,10.0,26.0,600.0,64.0,9.6,1019.0,-19.5,0.0,ENE,2.0,Dongsi,Urban,2015-03-13 12:00:00,4,0,Spring,Good
52885,2015,3,13,13,23.0,24.0,12.0,22.0,500.0,69.0,10.6,1017.9,-19.8,0.0,NNE,2.5,Dongsi,Urban,2015-03-13 13:00:00,4,0,Spring,Good
52886,2015,3,13,14,26.0,26.0,10.0,21.0,500.0,75.0,11.0,1017.1,-22.1,0.0,ENE,4.2,Dongsi,Urban,2015-03-13 14:00:00,4,0,Spring,Good
52887,2015,3,13,15,15.0,15.0,7.0,18.0,400.0,81.0,11.9,1016.7,-21.4,0.0,NE,2.4,Dongsi,Urban,2015-03-13 15:00:00,4,0,Spring,Good
52888,2015,3,13,16,14.0,16.0,5.0,19.0,400.0,81.0,12.8,1016.6,-20.8,0.0,NNE,1.2,Dongsi,Urban,2015-03-13 16:00:00,4,0,Spring,Good
52889,2015,3,13,17,18.0,23.0,6.0,24.0,500.0,77.0,12.0,1016.8,-21.4,0.0,NNE,0.5,Dongsi,Urban,2015-03-13 17:00:00,4,0,Spring,Good
52890,2015,3,13,18,24.0,37.0,7.0,36.0,800.0,66.0,11.0,1017.3,-20.8,0.0,SSE,1.7,Dongsi,Urban,2015-03-13 18:00:00,4,0,Spring,Good
52891,2015,3,13,19,23.0,47.0,8.0,43.0,1000.0,60.0,9.5,1018.2,-19.6,0.0,SSE,1.2,Dongsi,Urban,2015-03-13 19:00:00,4,0,Spring,Good
52892,2015,3,13,20,32.0,62.0,11.0,70.0,1300.0,33.0,7.6,1019.0,-19.1,0.0,SW,1.1,Dongsi,Urban,2015-03-13 20:00:00,4,0,Spring,Good
